senior_citizen,tenure_months,monthly_charges,total_charges,churn,total_services,is_auto_payment,gender_Male,partner_Yes,dependents_Yes,multiple_lines_No phone service,multiple_lines_Yes,internet_service_Fiber optic,internet_service_No,contract_One year,contract_Two year,paperless_billing_Yes,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check
0,52,48.53,2523.3,0,2,1,True,False,True,True,False,False,False,False,True,True,True,False,False
0,53,48.12,2540.72,0,2,1,False,False,True,False,False,False,False,False,True,False,False,False,False
0,59,91.64,5409.74,0,2,0,False,True,True,True,False,True,False,True,False,False,False,False,True
0,41,23.09,952.02,0,2,0,False,True,False,False,False,False,False,False,True,False,False,True,False
1,68,106.41,7243.09,0,2,1,True,True,True,True,False,False,False,True,False,True,False,False,False
1,2,85.36,171.66,0,2,1,True,False,False,False,False,False,False,False,True,True,False,False,False
0,41,117.65,4814.08,0,3,0,False,True,False,False,True,True,False,False,True,False,False,True,False
1,55,71.65,3940.5,0,1,0,False,False,True,True,False,False,True,True,False,False,False,False,True
0,62,98.11,6085.0,0,3,1,False,False,True,False,True,True,False,False,True,False,True,False,False
0,30,61.38,1836.37,0,2,1,True,True,True,True,False,False,False,False,False,True,False,False,False
0,11,118.29,1299.87,0,1,1,True,True,False,True,False,False,True,False,True,False,True,False,False
0,50,75.87,3787.11,0,2,1,False,True,False,False,False,False,False,False,False,True,False,False,False
1,21,24.65,514.59,0,1,1,False,True,True,True,False,False,True,False,True,False,False,False,False
0,20,40.38,812.16,0,2,0,True,False,True,True,False,False,False,True,False,False,False,False,True
1,44,29.8,1314.6,0,2,0,True,False,False,True,False,False,False,True,False,True,False,False,True
1,61,21.53,1306.35,0,2,0,True,False,True,False,False,False,False,True,False,True,False,True,False
1,35,101.59,3552.13,0,2,1,True,True,True,True,False,False,False,False,False,False,False,False,False
1,65,20.78,1350.99,0,3,1,False,False,False,False,True,True,False,True,False,False,True,False,False
1,47,26.51,1247.1,0,2,0,True,False,False,False,True,False,True,False,True,False,False,True,False
0,54,61.93,3340.91,1,1,1,False,True,False,True,False,False,True,False,False,False,True,False,False
0,47,32.07,1509.67,1,1,1,True,False,False,True,False,False,True,False,False,True,True,False,False
1,19,107.95,2050.87,0,1,1,True,False,True,False,False,False,True,True,False,False,True,False,False
1,22,79.26,1730.84,0,1,0,False,False,True,True,False,False,True,False,True,False,False,True,False
1,51,63.0,3210.14,0,2,1,False,False,False,True,False,False,False,True,False,True,True,False,False
1,29,82.53,2390.37,1,2,0,True,True,False,False,False,True,False,False,False,False,False,True,False
0,55,69.74,3839.09,1,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False
1,28,41.79,1173.6,0,2,1,True,False,True,True,False,True,False,False,False,False,False,False,False
0,45,115.81,5203.09,0,3,1,True,False,True,False,True,False,False,True,False,True,False,False,False
0,66,45.54,3007.83,0,1,1,True,False,False,True,False,False,True,False,True,False,True,False,False
0,55,117.13,6441.78,1,3,1,False,False,False,False,True,True,False,False,False,False,False,False,False
0,72,81.98,5903.19,0,1,1,True,False,True,False,False,False,True,False,False,False,False,False,False
1,6,107.84,643.97,1,2,1,True,False,True,False,False,True,False,False,False,True,True,False,False
1,17,22.25,377.94,0,2,1,False,False,False,False,False,True,False,True,False,False,True,False,False
0,6,22.84,142.79,0,1,1,True,False,True,True,False,False,True,True,False,True,False,False,False
1,8,42.26,338.64,0,2,1,True,True,False,True,False,True,False,False,True,True,True,False,False
0,65,63.52,4128.59,1,1,0,False,True,True,False,False,False,True,False,False,False,False,True,False
1,40,65.46,2616.0,0,1,0,False,False,True,True,False,False,True,False,True,True,False,False,True
1,48,46.46,2235.34,1,2,1,True,True,True,False,True,False,True,False,False,False,False,False,False
1,56,77.63,4340.88,1,2,0,True,True,True,True,False,False,False,False,False,True,False,True,False
0,61,18.8,1142.79,0,1,0,True,True,False,True,False,False,True,True,False,False,False,True,False
1,46,23.22,1061.43,0,2,1,True,False,False,True,False,False,False,False,True,False,True,False,False
1,8,21.94,176.52,0,2,0,True,True,True,True,False,False,False,False,True,True,False,False,True
1,39,98.91,3863.39,1,1,1,True,False,False,False,False,False,True,False,False,False,False,False,False
1,49,40.21,1968.65,0,2,0,False,False,True,False,False,True,False,True,False,True,False,True,False
1,54,111.89,6036.71,0,1,1,False,True,False,True,False,False,True,True,False,True,True,False,False
1,9,100.33,911.15,0,3,0,True,True,False,False,True,True,False,True,False,True,False,False,True
0,49,80.27,3935.49,1,3,1,False,False,False,False,True,False,False,False,False,True,False,False,False
1,21,52.94,1113.13,0,3,1,False,True,False,False,True,True,False,True,False,True,True,False,False
1,39,76.02,2963.83,0,1,1,False,True,False,True,False,False,True,True,False,False,True,False,False
0,39,67.85,2649.5,0,2,1,True,True,True,True,False,False,False,False,True,True,True,False,False
1,11,22.76,251.67,0,2,1,False,True,True,True,False,False,False,False,True,False,True,False,False
0,11,31.46,343.65,0,1,1,True,False,True,True,False,False,True,False,False,False,False,False,False
0,46,34.85,1601.53,0,3,0,True,False,True,False,True,True,False,True,False,True,False,False,True
1,40,60.64,2420.5,1,3,0,True,False,False,False,True,True,False,False,False,True,False,False,True
0,72,109.46,7875.4,1,2,0,False,True,True,False,True,False,True,False,False,True,False,True,False
0,12,86.05,1031.12,0,2,0,True,False,False,False,True,False,True,False,False,False,False,False,True
0,33,101.04,3340.09,0,3,0,False,True,False,False,True,True,False,True,False,True,False,True,False
1,69,18.41,1265.12,0,3,0,False,False,True,False,True,False,False,False,False,False,False,True,False
1,46,23.39,1080.12,0,2,0,True,True,True,False,True,False,True,True,False,True,False,False,True
1,47,24.23,1134.82,0,2,0,False,False,False,True,False,False,False,True,False,True,False,False,True
1,47,105.85,4966.02,0,3,0,False,True,True,False,True,True,False,True,False,True,False,True,False
1,18,29.76,538.41,0,2,1,False,False,True,False,False,False,False,False,False,True,False,False,False
0,33,64.1,2123.44,0,2,1,True,False,True,False,True,False,True,False,True,True,False,False,False
1,19,78.18,1481.14,0,2,0,True,True,False,True,False,True,False,False,True,True,False,True,False
1,40,93.74,3741.75,1,2,0,True,True,False,False,False,True,False,True,False,True,False,True,False
0,15,93.61,1406.42,0,2,1,True,True,False,False,True,False,True,False,True,True,True,False,False
1,2,85.44,166.26,0,1,0,True,False,True,False,False,False,True,True,False,True,False,True,False
0,66,107.5,7097.68,0,2,0,False,False,False,True,False,True,False,True,False,True,False,False,True
0,10,68.72,692.96,0,1,0,True,True,True,False,False,False,True,False,True,True,False,True,False
0,51,110.04,5613.69,1,2,0,True,True,True,True,False,True,False,False,False,False,False,True,False
1,39,106.06,4140.39,0,1,0,False,True,False,True,False,False,True,True,False,False,False,True,False
0,70,30.37,2129.98,0,1,0,True,False,True,False,False,False,True,False,True,False,False,False,True
1,2,71.51,147.97,0,3,1,False,False,False,False,True,False,False,False,True,False,False,False,False
0,3,71.91,215.96,0,2,0,True,False,False,False,True,False,True,True,False,False,False,True,False
0,40,100.66,4030.3,1,2,1,True,True,False,False,True,False,True,False,False,True,False,False,False
0,41,60.66,2487.88,1,3,1,True,True,False,False,True,True,False,False,False,True,True,False,False
1,35,63.36,2219.56,0,2,1,True,False,False,False,False,False,False,False,False,False,True,False,False
0,55,76.26,4209.56,1,2,1,False,False,False,False,False,False,False,False,False,True,True,False,False
1,62,74.39,4613.39,0,1,1,True,True,False,True,False,False,True,True,False,True,False,False,False
0,25,91.53,2280.76,0,2,0,False,True,False,False,True,False,True,True,False,False,False,True,False
1,38,103.23,3921.75,0,1,0,True,False,False,False,False,False,True,False,True,False,False,False,True
1,54,103.86,5606.89,0,2,0,False,True,True,True,False,True,False,False,True,False,False,True,False
1,36,85.88,3090.36,0,1,1,True,False,False,True,False,False,True,True,False,False,False,False,False
0,53,104.86,5562.35,0,2,0,False,True,False,False,True,False,True,True,False,False,False,False,True
1,30,63.12,1899.25,1,2,1,False,True,False,True,False,True,False,False,False,False,True,False,False
1,32,100.9,3228.27,0,1,0,True,True,True,False,False,False,True,False,True,False,False,True,False
0,28,76.47,2134.2,1,2,0,False,False,False,False,False,True,False,False,False,True,False,False,True
0,41,61.56,2524.46,0,3,1,True,True,True,False,True,False,False,False,False,False,False,False,False
0,48,19.49,932.8,0,2,0,True,True,False,False,False,False,False,False,True,False,False,True,False
1,57,21.01,1198.62,1,3,0,True,True,True,False,True,True,False,False,False,True,False,False,True
1,33,71.09,2345.37,0,1,0,True,False,False,True,False,False,True,True,False,False,False,False,True
1,34,35.02,1196.76,0,1,1,True,False,False,False,False,False,True,True,False,False,False,False,False
0,37,83.15,3077.92,0,2,0,True,False,True,False,False,False,False,False,True,True,False,True,False
1,37,107.7,3982.2,0,1,1,True,False,True,False,False,False,True,False,False,True,True,False,False
0,65,113.39,7363.42,0,2,1,True,True,False,False,True,False,True,False,False,True,True,False,False
1,19,20.81,395.15,1,3,0,False,False,True,False,True,True,False,False,False,False,False,False,True
0,60,56.33,3379.58,0,3,1,False,False,False,False,True,False,False,False,True,True,True,False,False
1,35,52.48,1835.49,1,2,1,False,True,False,False,True,False,True,False,False,False,True,False,False
1,11,49.53,548.71,0,3,1,True,False,True,False,True,False,False,False,True,True,True,False,False
1,38,103.39,3921.91,0,2,1,True,False,False,False,False,False,False,False,False,False,True,False,False
1,8,54.89,435.31,0,2,1,True,True,True,False,False,False,False,False,False,True,True,False,False
1,56,117.55,6583.06,1,2,0,False,True,True,True,False,True,False,False,False,True,False,True,False
1,65,28.83,1871.15,0,2,1,True,False,False,True,False,True,False,False,True,True,False,False,False
1,50,67.05,3350.72,0,3,1,True,False,True,False,True,False,False,False,False,False,True,False,False
1,59,71.71,4230.59,1,1,0,False,False,False,False,False,False,True,False,False,True,False,True,False
0,45,56.86,2562.13,0,2,1,True,False,False,False,False,True,False,True,False,True,False,False,False
0,27,39.24,1058.98,0,2,1,True,False,False,False,False,False,False,False,True,False,False,False,False
1,64,59.87,3821.83,0,2,1,False,False,True,True,False,False,False,False,True,True,True,False,False
1,51,20.6,1047.59,1,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False
1,59,33.03,1951.25,0,2,0,False,True,True,False,False,True,False,False,True,True,False,False,True
0,30,31.32,943.41,0,2,0,False,True,True,False,True,False,True,False,False,True,False,True,False
0,37,114.32,4233.93,0,2,1,True,False,True,False,False,False,False,True,False,False,True,False,False
1,35,107.53,3769.06,0,2,1,True,False,True,False,True,False,True,False,False,False,True,False,False
1,68,118.23,8040.23,0,1,1,False,True,True,False,False,False,True,False,True,True,False,False,False
0,29,47.23,1370.99,0,1,1,True,True,False,True,False,False,True,True,False,False,True,False,False
1,47,33.48,1568.49,0,1,0,True,True,False,True,False,False,True,False,True,False,False,False,True
0,17,56.99,957.96,1,3,1,True,True,True,False,True,True,False,False,False,True,False,False,False
0,22,72.66,1591.43,0,3,0,False,False,True,False,True,True,False,True,False,True,False,False,True
0,37,66.28,2448.85,0,2,0,True,True,False,True,False,True,False,False,True,True,False,False,True
1,13,72.69,938.17,1,2,1,True,False,False,False,True,False,True,False,False,False,True,False,False
1,53,102.03,5406.13,1,3,1,True,True,False,False,True,True,False,True,False,False,False,False,False
1,51,54.05,2754.24,0,2,1,False,True,True,True,False,True,False,True,False,False,False,False,False
1,32,89.51,2869.01,0,2,1,True,True,True,False,False,True,False,False,True,True,False,False,False
0,46,86.33,3966.33,0,3,0,False,False,False,False,True,True,False,False,True,True,False,True,False
1,21,115.37,2423.47,0,1,1,False,True,False,True,False,False,True,True,False,False,False,False,False
1,68,53.15,3612.1,1,2,1,False,False,False,False,False,True,False,False,False,False,True,False,False
1,63,32.24,2026.09,0,2,0,True,True,False,False,False,True,False,False,False,True,False,False,True
1,13,81.19,1051.83,0,3,1,True,True,True,False,True,False,False,True,False,True,False,False,False
0,11,39.08,419.62,1,1,1,False,True,True,False,False,False,True,False,False,True,True,False,False
1,17,92.08,1569.1,1,2,0,True,True,False,False,False,True,False,False,False,True,False,True,False
0,24,80.63,1942.13,1,2,1,True,True,False,False,False,False,False,False,False,False,False,False,False
0,37,91.7,3391.56,1,1,1,True,True,True,False,False,False,True,False,False,False,True,False,False
1,8,22.22,177.91,0,1,0,True,True,True,True,False,False,True,False,True,False,False,True,False
0,17,89.69,1523.25,0,1,1,True,True,False,True,False,False,True,True,False,False,True,False,False
1,19,31.55,595.35,0,2,1,True,False,False,True,False,False,False,True,False,False,True,False,False
1,11,53.77,594.99,0,1,1,False,True,True,False,False,False,True,True,False,False,False,False,False
1,47,105.68,4968.56,0,3,1,True,True,False,False,True,True,False,True,False,True,True,False,False
0,21,93.21,1942.85,0,2,1,True,False,True,False,False,True,False,True,False,True,False,False,False
0,5,98.07,485.18,1,3,0,False,True,True,False,True,False,False,False,False,False,False,False,True
0,20,65.16,1292.93,0,2,0,True,False,False,False,True,False,True,False,True,True,False,True,False
1,12,115.7,1396.18,1,3,1,False,False,False,False,True,True,False,False,False,True,False,False,False
0,19,69.8,1325.34,0,3,1,False,False,True,False,True,True,False,False,True,False,False,False,False
1,52,105.04,5463.28,0,2,0,True,False,False,False,True,False,True,False,True,True,False,True,False
0,55,55.97,3076.58,0,2,0,False,False,True,True,False,False,False,False,True,True,False,False,True
1,33,74.8,2473.91,0,2,0,True,True,True,False,False,True,False,False,False,False,False,False,True
1,23,57.1,1317.6,0,2,1,False,True,False,True,False,True,False,True,False,False,False,False,False
0,64,67.73,4333.64,0,2,1,False,True,False,False,True,False,True,False,False,False,False,False,False
1,51,108.14,5523.73,1,2,1,False,True,False,False,True,False,True,False,False,True,True,False,False
1,51,78.76,4017.69,1,2,1,True,False,True,True,False,True,False,False,False,True,False,False,False
0,4,99.31,389.94,1,2,0,True,True,False,False,False,False,False,False,False,False,False,False,True
1,35,38.4,1344.5,1,3,1,True,True,False,False,True,False,False,False,False,False,False,False,False
1,72,104.07,7495.63,0,1,0,False,False,False,False,False,False,True,False,True,True,False,True,False
0,72,24.53,1765.49,0,2,0,True,True,False,True,False,True,False,False,True,True,False,False,True
1,38,43.98,1669.18,1,2,0,False,False,False,True,False,False,False,False,False,True,False,False,True
0,69,69.55,4807.77,0,2,0,True,True,True,False,False,False,False,True,False,True,False,True,False
1,61,111.35,6786.42,0,2,0,True,False,False,False,False,True,False,False,True,True,False,False,True
1,22,87.37,1908.32,0,2,0,False,False,False,False,False,True,False,False,True,False,False,True,False
0,43,105.89,4561.37,0,1,1,True,False,True,False,False,False,True,True,False,False,False,False,False
1,10,31.76,311.47,0,2,1,True,False,True,True,False,True,False,True,False,False,True,False,False
0,21,54.3,1138.87,0,1,1,True,False,False,True,False,False,True,False,False,True,True,False,False
0,66,51.76,3414.27,0,2,0,False,True,False,False,False,False,False,True,False,False,False,True,False
0,35,39.43,1386.21,0,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False
0,57,97.99,5592.6,0,2,0,True,False,False,False,False,False,False,True,False,True,False,True,False
0,35,118.53,4142.09,0,2,0,False,True,True,True,False,False,False,True,False,True,False,True,False
0,8,118.21,952.46,1,3,1,False,False,True,False,True,True,False,False,False,True,False,False,False
0,71,18.48,1318.77,0,3,0,False,False,True,False,True,True,False,True,False,True,False,True,False
0,67,92.41,6191.57,0,2,0,True,False,True,True,False,True,False,False,False,False,False,False,True
0,25,81.86,2051.16,0,1,1,False,True,False,False,False,False,True,True,False,True,False,False,False
0,15,32.61,494.31,1,2,0,False,False,True,True,False,False,False,False,False,True,False,False,True
0,8,95.53,762.98,1,1,0,False,True,True,True,False,False,True,True,False,False,False,True,False
1,1,103.27,102.48,0,2,0,True,True,True,False,False,False,False,True,False,False,False,False,True
0,66,28.74,1899.79,0,2,0,False,False,False,True,False,False,False,True,False,True,False,False,True
1,23,67.26,1538.84,0,2,1,False,False,False,True,False,True,False,True,False,False,False,False,False
0,46,46.42,2133.55,0,1,1,False,True,False,True,False,False,True,False,True,True,True,False,False
1,4,59.16,230.64,0,2,0,False,True,False,False,True,False,True,False,True,False,False,True,False
1,72,29.41,2124.64,0,2,1,True,True,False,False,False,False,False,False,False,True,True,False,False
1,60,76.24,4572.57,0,3,1,True,False,False,False,True,True,False,False,True,True,False,False,False
1,34,18.86,642.62,0,2,0,True,True,True,False,False,True,False,True,False,False,False,True,False
1,16,86.77,1387.23,1,1,1,True,False,True,False,False,False,True,False,False,True,True,False,False
1,17,68.56,1164.1,0,2,1,False,False,False,True,False,True,False,False,True,False,False,False,False
1,16,66.32,1062.17,1,1,1,False,False,True,True,False,False,True,False,False,False,True,False,False
1,66,25.58,1684.63,0,3,0,False,True,True,False,True,False,False,True,False,True,False,False,True
1,13,85.27,1107.52,0,2,1,True,True,True,False,False,False,False,True,False,False,True,False,False
1,31,41.6,1288.57,0,2,0,True,True,True,True,False,False,False,True,False,False,False,True,False
0,39,58.58,2282.5,1,1,1,True,True,False,True,False,False,True,False,False,True,False,False,False
1,55,109.31,6014.01,0,2,0,True,True,False,True,False,True,False,False,True,False,False,False,True
1,53,102.89,5450.94,0,2,0,False,False,True,True,False,True,False,False,False,False,False,False,True
1,17,82.62,1412.6,0,3,1,False,False,False,False,True,True,False,False,True,True,False,False,False
0,53,21.63,1149.53,0,2,0,False,True,True,True,False,True,False,True,False,False,False,True,False
0,19,54.21,1023.24,0,2,1,False,True,True,False,False,False,False,False,False,True,False,False,False
0,57,94.59,5394.38,0,3,1,False,False,False,False,True,False,False,True,False,True,False,False,False
1,31,107.56,3330.91,1,2,1,False,False,True,False,False,True,False,False,False,True,True,False,False
1,23,105.38,2424.42,1,2,0,True,True,False,False,True,False,True,False,False,False,False,True,False
1,10,100.8,1004.34,1,3,1,True,True,False,False,True,True,False,False,False,False,True,False,False
0,54,25.46,1363.87,0,1,1,False,False,False,False,False,False,True,False,True,True,True,False,False
1,32,71.14,2276.37,0,2,0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,50,90.0,4492.83,0,1,1,True,False,False,True,False,False,True,False,True,False,True,False,False
1,53,99.05,5251.75,0,2,0,True,False,True,True,False,True,False,True,False,False,False,True,False
1,22,74.86,1647.79,1,3,0,False,False,False,False,True,True,False,False,False,False,False,False,True
1,4,32.61,127.42,0,2,0,False,False,True,False,False,True,False,True,False,True,False,True,False
0,8,45.53,373.37,0,2,0,False,False,True,True,False,False,False,False,True,True,False,False,True
1,31,46.82,1445.22,0,2,1,True,False,False,False,False,True,False,False,True,True,True,False,False
0,49,50.17,2455.21,0,2,1,True,False,False,True,False,False,False,False,True,True,True,False,False
1,26,90.11,2337.26,1,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False
0,38,108.27,4124.47,0,1,0,False,True,False,False,False,False,True,False,True,True,False,True,False
1,50,65.18,3265.76,0,1,1,False,True,False,False,False,False,True,False,True,True,False,False,False
1,6,43.06,251.25,0,2,0,True,True,False,False,False,False,False,True,False,True,False,True,False
0,64,50.04,3198.43,0,1,0,False,False,False,False,False,False,True,False,True,False,False,True,False
0,11,101.33,1110.67,0,2,1,True,True,False,True,False,False,False,False,True,False,True,False,False
1,19,75.03,1422.82,0,3,1,False,False,False,False,True,False,False,True,False,False,False,False,False
1,34,49.74,1685.95,0,3,1,False,True,False,False,True,True,False,False,False,True,True,False,False
1,15,113.02,1692.27,0,3,0,False,True,True,False,True,True,False,False,True,False,False,True,False
1,49,56.17,2757.35,0,2,0,True,False,False,False,False,True,False,False,True,False,False,True,False
0,56,115.14,6457.57,0,2,0,True,False,False,False,False,False,False,True,False,False,False,False,True
0,37,29.91,1098.95,1,2,0,False,False,True,True,False,True,False,False,False,True,False,True,False
0,29,57.21,1653.88,0,3,1,False,True,False,False,True,True,False,True,False,True,True,False,False
1,55,18.69,1029.02,0,2,1,False,False,True,False,True,False,True,False,True,False,True,False,False
1,23,43.8,999.5,1,2,1,True,False,False,False,False,True,False,False,False,True,True,False,False
0,13,36.62,477.26,0,3,1,False,False,False,False,True,False,False,False,True,True,True,False,False
1,24,94.73,2276.22,0,3,0,False,False,True,False,True,False,False,False,True,True,False,False,True
1,17,86.2,1468.9,1,3,0,True,True,False,False,True,False,False,False,False,False,False,True,False
0,25,48.2,1207.56,0,2,0,False,False,True,True,False,True,False,True,False,True,False,False,True
0,21,66.03,1383.95,1,2,1,False,False,True,False,False,False,False,False,False,True,True,False,False
0,12,118.7,1423.49,0,2,1,False,False,True,True,False,True,False,False,True,True,False,False,False
0,17,54.44,919.58,0,1,1,True,False,True,True,False,False,True,False,False,False,True,False,False
0,48,56.95,2735.92,1,2,1,False,False,False,False,True,False,True,False,False,True,True,False,False
0,41,66.08,2717.3,0,3,1,False,False,False,False,True,False,False,True,False,False,True,False,False
0,18,82.01,1478.49,0,1,1,False,True,True,False,False,False,True,False,False,True,False,False,False
1,71,95.39,6769.21,0,2,1,False,True,True,False,False,False,False,True,False,True,False,False,False
1,13,60.04,785.49,0,2,1,True,False,True,False,False,True,False,True,False,False,False,False,False
1,2,39.56,90.95,0,2,0,False,False,True,True,False,False,False,False,True,False,False,True,False
1,38,65.71,2498.2,1,1,1,True,False,False,False,False,False,True,False,False,False,True,False,False
1,56,83.35,4670.37,0,1,1,False,True,True,True,False,False,True,True,False,False,False,False,False
0,45,21.86,987.09,1,1,1,True,True,False,True,False,False,True,False,False,False,False,False,False
1,9,31.98,279.8,0,3,1,False,True,False,False,True,False,False,False,True,False,False,False,False
1,7,30.89,214.17,0,2,0,False,True,False,True,False,True,False,True,False,True,False,True,False
0,3,49.97,147.34,0,2,0,False,False,True,True,False,False,False,True,False,True,False,False,True
1,44,57.96,2554.41,0,2,1,False,False,True,False,True,False,True,False,False,True,False,False,False
1,54,38.27,2070.17,0,3,0,True,True,False,False,True,False,False,True,False,True,False,True,False
0,21,47.13,989.13,0,3,0,False,True,False,False,True,False,False,False,True,True,False,False,True
0,13,24.09,310.3,1,3,0,False,True,False,False,True,True,False,False,False,True,False,True,False
1,54,70.09,3776.43,0,2,1,True,True,True,True,False,False,False,False,True,False,True,False,False
0,44,28.29,1244.68,1,2,0,True,False,True,True,False,True,False,False,False,False,False,True,False
0,46,42.56,1952.99,0,3,1,False,True,True,False,True,True,False,True,False,True,True,False,False
1,24,102.5,2454.61,1,2,1,True,True,False,True,False,True,False,True,False,False,True,False,False
1,14,59.82,842.11,0,3,1,True,False,False,False,True,True,False,True,False,True,False,False,False
1,25,92.24,2310.11,1,2,1,False,False,True,True,False,True,False,False,False,False,True,False,False
0,17,109.31,1855.83,0,1,1,False,True,True,False,False,False,True,True,False,True,True,False,False
0,24,91.1,2178.55,0,2,1,False,True,True,True,False,False,False,True,False,False,False,False,False
0,25,115.08,2872.87,1,2,0,False,False,True,False,True,False,True,False,False,False,False,False,True
1,60,58.21,3497.57,1,2,1,True,True,True,False,True,False,True,False,False,False,True,False,False
1,65,49.59,3225.69,0,2,1,False,True,False,False,False,True,False,True,False,True,False,False,False
1,28,45.11,1260.72,0,2,1,False,False,False,False,False,True,False,False,True,False,True,False,False
1,58,104.39,6054.91,1,1,1,True,True,False,False,False,False,True,False,False,False,False,False,False
0,53,25.93,1363.92,1,2,1,True,True,False,False,False,True,False,False,False,False,True,False,False
1,47,99.37,4659.64,0,2,0,False,True,True,False,True,False,True,True,False,False,False,True,False
0,34,36.51,1251.23,0,3,0,True,True,False,False,True,True,False,False,True,False,False,True,False
1,7,20.01,142.6,0,2,0,False,True,False,False,True,False,True,True,False,True,False,True,False
1,25,95.95,2398.76,1,2,0,True,False,False,False,False,True,False,False,False,False,False,False,True
1,58,40.69,2358.04,0,1,0,True,False,True,True,False,False,True,True,False,True,False,True,False
0,57,55.61,3160.96,0,2,0,False,False,False,False,True,False,True,True,False,True,False,False,True
1,16,75.34,1210.41,1,3,1,True,False,False,False,True,False,False,False,False,False,True,False,False
1,7,106.62,740.66,0,1,1,True,False,False,True,False,False,True,False,True,False,False,False,False
0,51,20.62,1055.14,0,2,0,True,True,False,False,False,True,False,True,False,True,False,True,False
0,8,96.96,776.34,0,3,1,False,False,True,False,True,True,False,False,True,False,False,False,False
0,72,39.06,2812.06,0,3,0,False,True,True,False,True,False,False,False,True,True,False,True,False
0,59,48.69,2866.2,0,2,1,False,True,False,False,False,True,False,True,False,True,False,False,False
0,67,89.62,5998.09,0,2,0,True,False,False,False,True,False,True,False,True,False,False,True,False
1,29,43.03,1249.82,0,2,1,False,True,False,True,False,False,False,False,False,False,True,False,False
1,28,65.83,1843.64,0,3,1,True,True,False,False,True,True,False,False,True,True,False,False,False
0,44,24.06,1058.88,1,2,0,True,True,True,False,False,False,False,False,False,True,False,True,False
1,9,42.29,382.04,0,2,0,True,True,False,False,False,False,False,False,True,True,False,False,True
0,56,117.88,6591.6,0,2,0,False,False,False,True,False,False,False,True,False,True,False,False,True
0,50,83.03,4156.58,0,1,1,False,False,True,False,False,False,True,False,True,True,True,False,False
1,32,25.85,825.42,0,2,0,True,False,False,True,False,False,False,True,False,True,False,True,False
0,17,40.9,701.15,0,2,1,True,True,True,True,False,True,False,False,True,False,False,False,False
0,71,32.4,2290.36,0,3,0,False,True,True,False,True,True,False,True,False,False,False,True,False
0,26,103.39,2690.99,0,2,1,False,True,False,False,False,True,False,False,False,False,False,False,False
0,45,46.01,2073.25,1,1,1,False,False,False,True,False,False,True,False,False,False,True,False,False
1,53,71.24,3768.29,1,2,0,True,False,True,True,False,False,False,False,False,True,False,False,True
0,68,57.26,3890.48,1,1,1,True,False,True,True,False,False,True,False,False,False,False,False,False
0,28,82.85,2314.5,1,1,1,False,False,True,True,False,False,True,False,False,True,False,False,False
0,65,52.94,3445.42,0,2,1,True,True,False,True,False,True,False,True,False,False,False,False,False
0,52,52.15,2713.34,0,2,1,False,True,False,True,False,True,False,False,False,True,True,False,False
1,54,65.48,3543.91,0,2,0,True,True,True,True,False,False,False,True,False,True,False,True,False
0,47,24.34,1144.99,0,2,0,False,True,False,False,False,True,False,False,True,False,False,False,True
1,46,24.5,1130.66,0,2,0,True,False,False,False,False,False,False,True,False,False,False,True,False
1,5,68.23,347.01,0,1,0,False,True,True,True,False,False,True,False,False,True,False,False,True
0,54,60.02,3243.85,0,3,1,True,False,False,False,True,False,False,False,False,True,False,False,False
1,38,71.48,2714.32,0,2,0,True,False,False,False,True,False,True,False,True,False,False,False,True
1,15,53.85,804.9,1,2,0,False,False,True,False,True,False,True,False,False,False,False,True,False
0,21,114.96,2413.76,0,3,1,True,True,True,False,True,False,False,False,False,True,True,False,False
0,6,45.86,279.14,0,2,1,False,False,False,False,False,False,False,False,True,False,True,False,False
1,62,64.45,3992.07,0,1,1,True,False,False,True,False,False,True,True,False,False,False,False,False
1,46,61.75,2843.76,0,3,1,True,False,False,False,True,True,False,False,True,True,False,False,False
0,3,34.91,106.34,0,3,0,False,False,False,False,True,False,False,False,True,True,False,True,False
1,8,39.27,307.89,0,2,1,True,True,True,False,True,False,True,True,False,True,False,False,False
1,33,32.02,1059.68,0,3,0,False,False,True,False,True,False,False,True,False,True,False,False,True
0,50,104.06,5203.71,0,2,1,True,True,False,False,True,False,True,False,False,True,False,False,False
0,28,84.49,2362.97,0,1,0,True,False,True,True,False,False,True,False,False,True,False,False,True
0,41,38.04,1560.28,0,2,1,False,False,True,False,False,True,False,True,False,False,True,False,False
1,48,59.12,2835.2,0,2,0,False,True,False,True,False,False,False,True,False,False,False,False,True
0,59,116.85,6895.39,1,2,1,True,False,True,True,False,True,False,False,False,True,True,False,False
1,11,64.38,707.34,1,2,1,True,False,True,True,False,True,False,False,False,True,False,False,False
1,18,77.9,1394.55,1,2,1,True,True,True,True,False,True,False,False,False,False,False,False,False
0,55,39.75,2185.56,0,2,1,True,False,True,False,True,False,True,True,False,True,True,False,False
0,26,19.68,509.47,0,1,0,False,False,True,True,False,False,True,True,False,False,False,True,False
1,29,109.49,3178.39,0,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False
