customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,tenure_group,total_services,is_auto_payment,Probability_Churn,Risk_Segment,Main_Churn_Reason
50032b35-1857-4baf-bac7-e2b96a7e4c36,Male,1,No,No,39,Yes,Yes,DSL,Two year,No,Credit card (automatic),63.99,2495.78,No,2-4 Years,3,1,0.0127,Low Risk,Contract One Year
4140752c-aa44-4259-9001-8b7b6d4067f4,Female,0,No,No,59,Yes,Yes,DSL,Month-to-month,No,Mailed check,101.56,5991.33,No,4+ Years,3,0,0.4102,Medium Risk,Contract One Year
afd380c4-2713-482c-b41e-a3ac5fd23109,Female,1,No,Yes,17,Yes,No phone service,No,Two year,No,Credit card (automatic),83.59,1414.35,No,1-2 Years,1,1,0.0385,Low Risk,Contract One Year
175a81ec-112f-4612-b969-9ed2ec48bf55,Male,1,Yes,No,24,Yes,Yes,DSL,Two year,No,Bank transfer (automatic),41.37,998.23,No,2-4 Years,3,1,0.0285,Low Risk,Contract One Year
6e8f75a1-17dd-4d81-95da-705cd4ef00aa,Female,1,Yes,Yes,60,Yes,No phone service,DSL,One year,Yes,Credit card (automatic),66.6,3995.06,No,4+ Years,2,1,0.0268,Low Risk,Contract Two Year
5f65c8ce-bd21-4c11-be9d-61ee18b87245,Female,1,No,Yes,3,Yes,No,DSL,Month-to-month,Yes,Electronic check,88.23,253.84,Yes,0-1 Year,2,0,0.7287,High Risk,Contract One Year
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,Male,0,No,No,40,Yes,No phone service,No,One year,Yes,Mailed check,62.57,2494.94,No,2-4 Years,1,0,0.0329,Low Risk,Contract Two Year
8fca7b6a-8fc4-4092-b4e5-59e596229348,Male,0,Yes,No,39,Yes,No phone service,Fiber optic,One year,No,Credit card (automatic),49.94,1944.85,No,2-4 Years,2,1,0.0389,Low Risk,Contract Two Year
692ac139-1f4a-4ca1-ab85-fd595463adc7,Female,1,Yes,No,4,Yes,No phone service,DSL,Month-to-month,No,Credit card (automatic),97.72,385.52,Yes,0-1 Year,2,1,0.7263,High Risk,Contract Two Year
f0ede303-aa53-419c-9fa4-bb9f5a856750,Male,1,Yes,Yes,25,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,92.4,2305.42,No,2-4 Years,2,0,0.538,Medium Risk,Contract One Year
ea74bb18-de3b-496f-ac45-96f6c012a0ff,Female,1,Yes,Yes,33,Yes,No phone service,Fiber optic,Two year,Yes,Mailed check,107.29,3552.29,No,2-4 Years,2,0,0.0354,Low Risk,Contract One Year
49a214ae-f7e8-48e5-8d2b-91efb8976ec5,Female,1,No,No,42,Yes,No phone service,No,Two year,Yes,Electronic check,106.35,4470.24,No,2-4 Years,1,0,0.0385,Low Risk,Contract One Year
1a85910d-5a05-4c11-8ffc-a6b199b479d4,Female,1,No,Yes,66,Yes,No,DSL,Two year,Yes,Electronic check,20.7,1353.31,No,4+ Years,2,0,0.0189,Low Risk,Contract One Year
279c658a-3676-4ce5-81e5-c9f693f277cc,Male,1,No,Yes,42,Yes,No phone service,Fiber optic,Two year,Yes,Credit card (automatic),117.78,4945.19,No,2-4 Years,2,1,0.0474,Low Risk,Contract One Year
d8e7012f-3968-4c81-bb70-c3b8a81fdec3,Male,0,Yes,No,13,Yes,Yes,No,Month-to-month,No,Electronic check,71.41,927.88,Yes,1-2 Years,2,0,0.7071,High Risk,Contract One Year
8e676a01-d86a-4460-99a1-120e1bb43332,Male,0,No,Yes,32,Yes,Yes,No,One year,Yes,Electronic check,111.98,3575.98,No,2-4 Years,2,0,0.0484,Low Risk,Contract Two Year
47503f1d-c33a-4f6c-9d69-1fba5e187b24,Female,0,Yes,Yes,39,Yes,No,DSL,One year,No,Credit card (automatic),19.2,751.47,No,2-4 Years,2,1,0.0157,Low Risk,Contract Two Year
6dda4f8d-cea6-4f4c-b9e5-8ff092f837d4,Male,0,No,No,29,Yes,Yes,DSL,One year,Yes,Credit card (automatic),95.35,2754.94,No,2-4 Years,3,1,0.0261,Low Risk,Contract Two Year
c4767556-f97b-42dd-8f9b-72aed85c16bd,Female,1,No,Yes,62,Yes,Yes,DSL,Two year,No,Bank transfer (automatic),66.48,4127.24,No,4+ Years,3,1,0.0368,Low Risk,Contract One Year
accb461a-9d13-4363-9f29-4a8bd1846c39,Female,1,Yes,Yes,57,Yes,Yes,DSL,One year,No,Bank transfer (automatic),76.62,4374.55,No,4+ Years,3,1,0.0095,Low Risk,Contract Two Year
9be71737-06b8-4231-8e86-7f3ca487eeab,Female,1,Yes,No,10,Yes,Yes,DSL,Month-to-month,No,Mailed check,27.47,286.46,Yes,0-1 Year,3,0,0.6232,Medium Risk,Contract One Year
b18753e6-d457-4ad9-a867-a096edd877c8,Female,0,No,Yes,5,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.84,451.33,No,0-1 Year,2,1,0.0495,Low Risk,Contract Two Year
45f50c52-2e2f-4f77-8769-79d644777442,Female,1,No,Yes,49,Yes,No phone service,No,Two year,Yes,Electronic check,29.35,1431.3,No,4+ Years,1,0,0.0328,Low Risk,Contract One Year
ebe9e207-4f19-4ec0-832d-4526b3e4110a,Male,0,Yes,Yes,14,Yes,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,48.1,676.86,Yes,1-2 Years,2,0,0.6968,Medium Risk,Contract One Year
2e709838-0190-4620-99dc-abd056febfb9,Female,1,No,Yes,68,Yes,No,DSL,Two year,Yes,Electronic check,90.16,6136.79,No,4+ Years,2,0,0.0366,Low Risk,Contract One Year
a847bce7-90fa-4b57-a4ac-2130deaf528d,Male,1,Yes,No,37,Yes,Yes,DSL,One year,No,Bank transfer (automatic),22.48,835.8,No,2-4 Years,3,1,0.0345,Low Risk,Contract Two Year
bdb025ff-2451-45a4-91d0-59b26699cd99,Male,1,Yes,Yes,65,Yes,No,DSL,Month-to-month,Yes,Electronic check,109.74,7138.5,No,4+ Years,2,0,0.5208,Medium Risk,Contract One Year
177d6e7e-07d9-44ce-b8c8-8faea2178f84,Male,1,Yes,Yes,15,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),56.87,859.93,Yes,1-2 Years,2,1,0.5452,Medium Risk,Contract One Year
604e46cb-3712-42d1-87cd-b6a1bf012e32,Male,1,No,No,68,Yes,No phone service,DSL,Month-to-month,No,Bank transfer (automatic),40.18,2733.25,No,4+ Years,2,1,0.3152,Medium Risk,Contract One Year
284bf962-5744-4596-b422-21676b7a2460,Male,1,No,No,37,Yes,Yes,Fiber optic,One year,No,Credit card (automatic),97.28,3598.3,No,2-4 Years,3,1,0.0736,Low Risk,Contract Two Year
530ac1c7-b8ba-4368-8fc7-77685ebbcca5,Female,0,Yes,No,43,Yes,Yes,No,One year,No,Credit card (automatic),77.4,3321.36,No,2-4 Years,2,1,0.0237,Low Risk,Contract Two Year
98a21f1c-914d-4fae-b100-13a7c6deb2f0,Female,1,Yes,Yes,39,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),106.6,4155.91,Yes,2-4 Years,1,1,0.5708,Medium Risk,Contract One Year
27d415b6-0d77-45a0-a222-b6a615bfbe97,Male,1,Yes,Yes,46,Yes,No,DSL,Two year,No,Mailed check,78.63,3616.26,No,2-4 Years,2,0,0.0275,Low Risk,Contract One Year
0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,Male,0,No,No,62,Yes,No phone service,DSL,One year,No,Mailed check,79.9,4949.05,No,4+ Years,2,0,0.0181,Low Risk,Contract Two Year
716fda0a-45a8-4829-94e2-86e5ac8936bc,Male,1,No,Yes,25,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,92.96,2323.81,No,2-4 Years,3,0,0.0175,Low Risk,Contract One Year
9b69554d-7c54-435f-ac8c-3b6aa974d079,Female,1,Yes,No,4,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),41.53,160.81,No,0-1 Year,2,1,0.0232,Low Risk,Contract One Year
372f871a-45ee-432d-aa07-f2137129cec7,Male,1,Yes,Yes,20,Yes,No,Fiber optic,One year,No,Electronic check,102.45,2054.57,No,1-2 Years,2,0,0.0277,Low Risk,Contract Two Year
585d3f86-1d23-44e6-8329-20b7c143f426,Male,0,No,Yes,54,Yes,No,No,Month-to-month,No,Mailed check,79.33,4285.95,Yes,4+ Years,1,0,0.6006,Medium Risk,Contract One Year
ad9fb00d-4882-473c-9c63-45ab6e0ed1e8,Female,0,Yes,Yes,57,Yes,Yes,No,One year,No,Electronic check,40.41,2301.07,No,4+ Years,2,0,0.0189,Low Risk,Contract Two Year
86e52753-7c93-46cc-97d7-a560adb14670,Male,1,No,No,3,Yes,No phone service,DSL,One year,Yes,Credit card (automatic),101.28,304.78,No,0-1 Year,2,1,0.0965,Low Risk,Contract Two Year
3873e57f-0ba0-48e8-8ef4-92c1aac93316,Male,1,No,Yes,5,Yes,No,No,One year,Yes,Mailed check,24.06,114.77,No,0-1 Year,1,0,0.055,Low Risk,Contract Two Year
0e0630cd-996d-4c50-bc04-a168652ffb49,Female,0,No,No,47,Yes,Yes,No,Month-to-month,Yes,Mailed check,39.99,1874.51,Yes,2-4 Years,2,0,0.5682,Medium Risk,Contract One Year
f200c261-4d29-41ab-b455-12f701f7c7ec,Male,1,No,No,9,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),111.49,1000.24,No,0-1 Year,2,1,0.6485,Medium Risk,Contract One Year
c3a00c6f-2321-41e1-8471-04c036136e15,Female,1,No,Yes,61,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),44.4,2707.44,No,4+ Years,2,1,0.0221,Low Risk,Contract One Year
1eb74b56-53ff-43a2-8a19-35014169b9fc,Male,1,No,Yes,35,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),94.45,3306.46,Yes,2-4 Years,2,1,0.5519,Medium Risk,Contract One Year
6e3f683a-bf3c-4140-bf54-a51101fa964e,Male,0,Yes,Yes,62,Yes,No phone service,No,Month-to-month,No,Electronic check,118.38,7340.29,Yes,4+ Years,1,0,0.7762,High Risk,Contract One Year
88575117-6155-4667-a112-507c2cfa55b0,Female,0,No,No,3,Yes,No,DSL,One year,Yes,Mailed check,100.24,294.13,No,0-1 Year,2,0,0.1095,Low Risk,Contract Two Year
8f0881ee-8011-416b-bae8-8926b423ccde,Male,1,No,Yes,13,Yes,Yes,No,Two year,Yes,Credit card (automatic),40.74,529.22,No,1-2 Years,2,1,0.0155,Low Risk,Contract One Year
5aaab32f-ce63-42b6-ab05-347fd556b37d,Male,1,Yes,Yes,68,Yes,No,DSL,Two year,No,Electronic check,76.55,5201.31,No,4+ Years,2,0,0.011,Low Risk,Contract One Year
bdf66ba5-dc9c-46de-a5a6-74c212738a23,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Two year,No,Electronic check,106.43,1153.69,No,0-1 Year,3,0,0.0263,Low Risk,Contract One Year
75b27455-04cc-4ede-afac-16730ad45230,Male,1,No,Yes,67,Yes,No,No,Two year,Yes,Bank transfer (automatic),45.68,3075.94,No,4+ Years,1,1,0.0081,Low Risk,Contract One Year
5024bdc6-dcb3-4df3-93ee-cdc6ebd14d2c,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,107.57,3115.54,No,2-4 Years,3,0,0.0279,Low Risk,Contract One Year
67884209-92ca-425a-ade5-93329364f3d0,Male,1,No,No,25,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),103.9,2593.78,No,2-4 Years,1,1,0.4894,Medium Risk,Contract One Year
4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,Female,1,No,Yes,42,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),99.61,4176.89,Yes,2-4 Years,3,1,0.6458,Medium Risk,Contract Two Year
f758dce2-0556-4aea-a7b0-32831d7c0098,Male,1,Yes,Yes,40,Yes,No,Fiber optic,Two year,Yes,Electronic check,111.87,4469.51,No,2-4 Years,2,0,0.0437,Low Risk,Contract One Year
f296d9f0-cd23-42c2-abff-e17b532401fc,Female,0,No,Yes,11,Yes,Yes,DSL,One year,No,Bank transfer (automatic),26.99,295.95,No,0-1 Year,3,1,0.0106,Low Risk,Contract Two Year
b08a4895-d4ff-4666-b5c8-e90d9e3d750d,Female,0,Yes,Yes,38,Yes,Yes,No,Two year,Yes,Mailed check,44.36,1692.44,No,2-4 Years,2,0,0.0275,Low Risk,Contract One Year
6fcc57dd-168f-4e12-9ca2-60c9eb7607c9,Female,0,No,Yes,5,Yes,Yes,No,Month-to-month,No,Electronic check,23.15,114.78,Yes,0-1 Year,2,0,0.5801,Medium Risk,Contract One Year
6f887f28-3e49-4d09-9b19-d8b8d8302081,Male,0,No,Yes,18,Yes,Yes,DSL,One year,No,Credit card (automatic),26.4,473.58,No,1-2 Years,3,1,0.0319,Low Risk,Contract Two Year
1422373f-8622-48d1-a683-e10796c044d0,Female,1,No,Yes,60,Yes,No phone service,DSL,Month-to-month,Yes,Electronic check,29.25,1761.0,No,4+ Years,2,0,0.4267,Medium Risk,Contract One Year
beed10b6-4f6e-474b-9eda-b0276550f74a,Female,0,Yes,Yes,28,Yes,Yes,DSL,One year,Yes,Credit card (automatic),25.9,722.58,No,2-4 Years,3,1,0.0084,Low Risk,Contract Two Year
c77444cb-5543-4c3c-b8b8-f24e56ea57b3,Male,1,No,Yes,40,Yes,No,Fiber optic,One year,Yes,Mailed check,106.98,4279.31,No,2-4 Years,2,0,0.0421,Low Risk,Contract Two Year
a21b0307-82af-485c-938d-994c2b0abedd,Male,0,Yes,No,62,Yes,No phone service,Fiber optic,One year,Yes,Mailed check,77.79,4818.37,No,4+ Years,2,0,0.006,Low Risk,Contract Two Year
31a3ac4d-828c-47e7-87d5-b7be1d30d990,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Two year,No,Credit card (automatic),75.67,4397.29,No,4+ Years,3,1,0.0266,Low Risk,Contract One Year
59e1ac09-5970-4859-86b6-e4ade7ea8d5a,Male,1,No,Yes,40,Yes,Yes,No,One year,No,Credit card (automatic),86.39,3460.84,No,2-4 Years,2,1,0.0306,Low Risk,Contract Two Year
a53bc024-d1a6-4d87-b54e-2019ba35844e,Male,0,No,No,33,Yes,No phone service,DSL,Two year,No,Electronic check,106.55,3515.39,No,2-4 Years,2,0,0.0273,Low Risk,Contract One Year
1a5165ca-3c7c-4d85-a5cf-0041d0a643fe,Female,0,Yes,No,19,Yes,No,Fiber optic,One year,No,Credit card (automatic),105.5,2002.5,No,1-2 Years,2,1,0.0498,Low Risk,Contract Two Year
2c6a6e9a-3280-47a1-8187-222b257d5e52,Male,1,No,Yes,59,Yes,Yes,No,Month-to-month,No,Credit card (automatic),105.41,6219.03,No,4+ Years,2,1,0.3539,Medium Risk,Contract One Year
c257cf73-c29d-482b-a722-796e9a36d1ec,Male,0,Yes,Yes,41,Yes,No,Fiber optic,One year,No,Electronic check,51.82,2123.93,No,2-4 Years,2,0,0.0543,Low Risk,Contract Two Year
f387e1bd-2d59-42c6-934a-5a2fa7cf705c,Male,1,Yes,No,45,Yes,No phone service,Fiber optic,One year,Yes,Electronic check,88.35,3968.02,No,2-4 Years,2,0,0.056,Low Risk,Contract Two Year
76c5a0dc-7e7e-4419-a0c1-4035c5d95f51,Male,0,No,No,42,Yes,No phone service,No,Two year,No,Mailed check,28.89,1218.79,No,2-4 Years,1,0,0.0314,Low Risk,Contract One Year
9458054e-c287-4f06-9050-f7efc1235c91,Female,1,Yes,Yes,27,Yes,No,No,Two year,Yes,Mailed check,93.9,2534.16,No,2-4 Years,1,0,0.0384,Low Risk,Contract One Year
e1cde87f-ec95-4f87-ae5e-c36572eb7474,Male,0,Yes,No,7,Yes,No,Fiber optic,Two year,No,Bank transfer (automatic),106.85,757.44,No,0-1 Year,2,1,0.0487,Low Risk,Contract One Year
fc8d5b93-a2a2-491f-a49b-1cd99082889b,Male,0,Yes,Yes,45,Yes,No phone service,No,One year,Yes,Credit card (automatic),105.87,4766.26,No,2-4 Years,1,1,0.0242,Low Risk,Contract Two Year
f891b0c3-dd3f-487e-92bd-c6619fe0a8c7,Female,1,Yes,No,31,Yes,No phone service,DSL,Two year,No,Credit card (automatic),101.24,3125.83,No,2-4 Years,2,1,0.0223,Low Risk,Contract One Year
70944bdb-26a5-44e3-90ee-7a92a09151e0,Female,1,Yes,Yes,10,Yes,No phone service,No,One year,Yes,Electronic check,100.65,1000.09,No,0-1 Year,1,0,0.0628,Low Risk,Contract Two Year
a1a27485-7134-4c2a-b80b-3657117b355b,Male,0,Yes,No,53,Yes,No phone service,DSL,Month-to-month,No,Bank transfer (automatic),92.97,4916.68,Yes,4+ Years,2,1,0.6621,Medium Risk,Contract One Year
97674900-4651-4367-8bdc-43184d85a3d2,Male,0,Yes,No,31,Yes,No phone service,DSL,Two year,No,Mailed check,18.36,562.69,No,2-4 Years,2,0,0.0421,Low Risk,Contract One Year
12fe28bf-81e0-4489-9a18-e2a30e614bcd,Female,1,Yes,Yes,2,Yes,No,Fiber optic,One year,No,Electronic check,101.88,195.59,No,0-1 Year,2,0,0.0858,Low Risk,Contract Two Year
09a0a0f6-73b0-4091-b634-c1694f76e388,Female,0,No,No,12,Yes,No phone service,DSL,Two year,No,Bank transfer (automatic),18.89,227.94,No,1-2 Years,2,1,0.0271,Low Risk,Contract One Year
497de16d-d4ea-420a-9e65-96540e9058b6,Female,0,Yes,Yes,13,Yes,No phone service,No,Two year,Yes,Credit card (automatic),80.25,1041.67,No,1-2 Years,1,1,0.0422,Low Risk,Contract One Year
fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,Female,1,No,No,17,Yes,Yes,No,Two year,No,Mailed check,29.89,511.83,No,1-2 Years,2,0,0.0252,Low Risk,Contract One Year
98159d6c-9d71-4084-971d-abf9daf481a7,Female,1,No,Yes,60,Yes,Yes,DSL,Two year,No,Mailed check,19.16,1149.41,No,4+ Years,3,0,0.0272,Low Risk,Contract One Year
949077c2-7674-456f-a26d-719d81cf3252,Male,0,Yes,No,35,Yes,Yes,DSL,Two year,Yes,Credit card (automatic),31.16,1089.4,No,2-4 Years,3,1,0.0205,Low Risk,Contract One Year
bd29ede9-cab4-423b-b448-83858de7ad6c,Female,0,No,No,30,Yes,Yes,No,Month-to-month,Yes,Mailed check,20.1,613.02,Yes,2-4 Years,2,0,0.5811,Medium Risk,Contract One Year
e8b77f7b-7321-4f6b-8a80-76ece5582e16,Female,1,Yes,No,63,Yes,No,No,Two year,No,Electronic check,57.66,3633.69,No,4+ Years,1,0,0.0247,Low Risk,Contract One Year
30307633-a6de-41d8-9258-17b7cf501889,Male,1,No,No,37,Yes,Yes,No,Two year,Yes,Mailed check,28.55,1055.95,No,2-4 Years,2,0,0.0181,Low Risk,Contract One Year
80599b93-79c2-42e4-9ae1-a991524f93ff,Male,1,No,No,68,Yes,No,DSL,Two year,Yes,Credit card (automatic),35.71,2424.01,No,4+ Years,2,1,0.0112,Low Risk,Contract One Year
73557b9d-0fd6-447e-b52d-4af2269ed4c9,Male,1,No,No,68,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.5,3292.12,Yes,4+ Years,1,1,0.4851,Medium Risk,Contract One Year
d65e59dd-e62d-4d06-8f9b-85581a7f195b,Male,0,No,No,17,Yes,No phone service,DSL,One year,Yes,Bank transfer (automatic),95.73,1631.26,No,1-2 Years,2,1,0.0303,Low Risk,Contract Two Year
15969802-b6dd-4257-bb7d-9f1c57eb89b1,Female,0,No,Yes,17,Yes,Yes,DSL,One year,No,Electronic check,76.76,1308.47,No,1-2 Years,3,0,0.0346,Low Risk,Contract Two Year
0a0537f0-2c2c-422b-a568-95c6812a1f9b,Female,1,Yes,No,65,Yes,No phone service,Fiber optic,One year,No,Mailed check,24.07,1572.41,No,4+ Years,2,0,0.0159,Low Risk,Contract Two Year
fdb1429e-7010-4d13-b526-b22d3f6c21f7,Female,0,Yes,No,50,Yes,No phone service,DSL,Month-to-month,No,Electronic check,117.76,5890.39,No,4+ Years,2,0,0.4039,Medium Risk,Contract One Year
9c1c3517-85d2-40a6-8629-5b5d707df251,Female,0,Yes,No,47,Yes,No,No,Two year,No,Bank transfer (automatic),115.62,5432.17,No,2-4 Years,1,1,0.0163,Low Risk,Contract One Year
eafde7d9-5f73-4a3e-9d28-6aa428a39779,Male,0,Yes,Yes,36,Yes,Yes,DSL,One year,No,Electronic check,83.33,3002.44,No,2-4 Years,3,0,0.0302,Low Risk,Contract Two Year
c6435300-68a5-4c68-a32d-bb5e486bb6bf,Male,1,Yes,Yes,52,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),94.46,4911.52,Yes,4+ Years,2,1,0.6509,Medium Risk,Contract One Year
0d67d38e-990f-4c5b-adcc-3daf569f3ab3,Male,1,Yes,No,7,Yes,No phone service,DSL,One year,No,Bank transfer (automatic),24.85,178.28,No,0-1 Year,2,1,0.0256,Low Risk,Contract Two Year
55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,Female,0,No,Yes,33,Yes,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,50.77,1682.08,Yes,2-4 Years,2,0,0.7806,High Risk,Contract One Year
8ed6ad5e-1831-4aa3-9466-9d1910df9974,Male,1,No,No,32,Yes,No phone service,No,One year,Yes,Mailed check,95.68,3060.92,No,2-4 Years,1,0,0.0604,Low Risk,Contract Two Year
4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,Male,1,No,No,58,Yes,No phone service,DSL,Month-to-month,No,Electronic check,18.35,1073.09,No,4+ Years,2,0,0.4038,Medium Risk,Contract One Year
f6e39356-a814-4562-9a00-3f16b9469bcf,Male,1,Yes,Yes,46,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),65.34,3011.58,Yes,2-4 Years,2,1,0.4974,Medium Risk,Contract One Year
267eddce-df8f-4197-9a4a-99b2e806133c,Female,1,Yes,Yes,4,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.08,244.41,Yes,0-1 Year,1,1,0.6989,Medium Risk,Contract Two Year
a9e27ba9-952e-4abb-94dd-5061555736f8,Male,1,No,No,13,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),104.1,1356.65,Yes,1-2 Years,2,1,0.6006,Medium Risk,Contract One Year
4f6b58c8-598d-4aec-aaaf-e5432434a678,Female,1,Yes,No,15,Yes,No,Fiber optic,One year,Yes,Electronic check,98.13,1473.48,No,1-2 Years,2,0,0.0731,Low Risk,Contract Two Year
a981b098-b2cf-452d-a7f3-33b3f7baf55e,Female,0,No,No,29,Yes,No,DSL,One year,No,Mailed check,48.24,1399.07,No,2-4 Years,2,0,0.0245,Low Risk,Contract Two Year
b576255e-9854-4f22-a102-f9c964575bc4,Male,1,Yes,No,32,Yes,Yes,No,Month-to-month,No,Credit card (automatic),26.53,858.53,Yes,2-4 Years,2,1,0.5729,Medium Risk,Contract One Year
8f158449-4f40-422f-95b0-2530f020e992,Female,1,Yes,Yes,22,Yes,Yes,DSL,One year,No,Electronic check,31.45,694.49,No,1-2 Years,3,0,0.0264,Low Risk,Contract Two Year
54170a17-caaa-4bbe-a4bb-f962606e0e1c,Female,0,No,No,67,Yes,Yes,Fiber optic,Two year,Yes,Mailed check,113.81,7621.07,No,4+ Years,3,0,0.0103,Low Risk,Contract One Year
b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,Male,1,Yes,No,56,Yes,No,No,Month-to-month,No,Mailed check,61.7,3450.06,Yes,4+ Years,1,0,0.65,Medium Risk,Contract One Year
ff4625af-bd20-463b-b275-b5f3d436a7a8,Female,1,Yes,Yes,21,Yes,Yes,No,One year,No,Credit card (automatic),109.66,2297.92,No,1-2 Years,2,1,0.0168,Low Risk,Contract Two Year
17ec889c-86c1-46cb-a996-30f7af77520e,Male,0,Yes,Yes,59,Yes,Yes,No,Month-to-month,Yes,Mailed check,115.18,6798.07,No,4+ Years,2,0,0.3778,Medium Risk,Contract One Year
822c4d32-6c64-4c15-aba3-01cba561e1e9,Female,1,No,No,19,Yes,No phone service,DSL,Two year,No,Bank transfer (automatic),45.81,868.68,No,1-2 Years,2,1,0.0142,Low Risk,Contract One Year
4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,Female,1,No,Yes,3,Yes,Yes,DSL,Two year,No,Mailed check,49.6,150.47,No,0-1 Year,3,0,0.025,Low Risk,Contract One Year
577bc55a-36d5-4494-b37f-d50d2e25b5ee,Female,0,No,Yes,58,Yes,No phone service,No,Two year,No,Electronic check,108.11,6275.06,No,4+ Years,1,0,0.0472,Low Risk,Contract One Year
31274148-7c7c-404e-8422-d03ef29a6339,Female,0,Yes,No,15,Yes,Yes,No,One year,No,Credit card (automatic),93.21,1408.29,No,1-2 Years,2,1,0.0353,Low Risk,Contract Two Year
27aa7cbc-2337-4bbc-bffe-77c839feb99c,Female,1,No,Yes,35,Yes,Yes,DSL,One year,Yes,Mailed check,21.38,746.71,No,2-4 Years,3,0,0.048,Low Risk,Contract Two Year
c9c23e69-d82c-4565-8bb9-07ec13c11754,Female,1,No,Yes,25,Yes,No,No,Month-to-month,Yes,Electronic check,90.1,2245.46,Yes,2-4 Years,1,0,0.6765,Medium Risk,Contract One Year
8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,105.12,1901.12,Yes,1-2 Years,3,0,0.754,High Risk,Contract One Year
86cac6f4-e238-4e93-bd17-c5e8d5ca69ab,Female,1,No,Yes,27,Yes,No,No,One year,No,Credit card (automatic),115.55,3112.56,No,2-4 Years,1,1,0.0256,Low Risk,Contract Two Year
e05b46c5-5636-4094-a974-31db09a9d1c1,Female,0,Yes,No,46,Yes,Yes,DSL,Two year,No,Mailed check,38.72,1773.64,No,2-4 Years,3,0,0.0183,Low Risk,Contract One Year
98e52499-218c-4e1c-9e37-4f7ac42cbc39,Female,1,No,Yes,53,Yes,No phone service,No,One year,No,Electronic check,33.69,1794.4,No,4+ Years,1,0,0.0257,Low Risk,Contract Two Year
2e4bebc4-2989-4880-a77d-1be96070b6a1,Female,0,Yes,No,27,Yes,No,No,Month-to-month,Yes,Mailed check,103.15,2790.38,Yes,2-4 Years,1,0,0.6147,Medium Risk,Contract One Year
9feefdff-c566-4a81-b15e-54f6d4d30795,Female,0,No,Yes,71,Yes,No,No,Month-to-month,No,Credit card (automatic),81.19,5766.91,Yes,4+ Years,1,1,0.5684,Medium Risk,Contract One Year
b89f72f3-2a60-4652-a714-7668cf1d7d3a,Female,1,No,No,64,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),47.81,3059.59,No,4+ Years,2,1,0.2901,Low Risk,Contract One Year
5d42b9e9-692e-47b6-8b2f-6d5c700b5d5f,Female,0,No,Yes,24,Yes,Yes,DSL,Two year,No,Electronic check,110.8,2658.0,No,2-4 Years,3,0,0.0189,Low Risk,Contract One Year
f836f571-3cce-476c-b836-c448ad261ec5,Female,1,Yes,Yes,3,Yes,Yes,DSL,One year,No,Mailed check,36.89,107.42,No,0-1 Year,3,0,0.0203,Low Risk,Contract Two Year
c09cb506-48f1-496d-9c4f-fb4671b701aa,Female,1,No,Yes,15,Yes,Yes,DSL,Two year,Yes,Mailed check,66.64,998.18,No,1-2 Years,3,0,0.0089,Low Risk,Contract One Year
3be79df4-72ec-416e-88a7-23e9bfa016c2,Female,1,Yes,No,71,Yes,Yes,DSL,One year,Yes,Electronic check,30.83,2188.69,No,4+ Years,3,0,0.0131,Low Risk,Contract Two Year
f7315749-4f39-49a8-bd3a-258288b4f474,Female,0,Yes,Yes,9,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),38.4,338.73,No,0-1 Year,2,1,0.079,Low Risk,Contract Two Year
